app_name,bank,review,rating,date,source
Dashen Bank,Dashen Bank,"This might be the worst banking app I've ever used I dont know why kind of bug it is but suddenly the apps stops working it says ""Temporarily unavailable"" for a simple feature like viewing account balance and in person visit was no help it took them longer than 2 hours to fix it and even after that 2 weeks later the same problem just because of this I'm going to stop using the bank altogether which is a shame because it's a decent bank",1,2025-11-01,Google Play
Dashen Bank,Dashen Bank,Nice app,5,2025-11-01,Google Play
Dashen Bank,Dashen Bank,app is too slow not opening fast,1,2025-10-31,Google Play
Dashen Bank,Dashen Bank,good,5,2025-10-30,Google Play
Dashen Bank,Dashen Bank,"it's seems to have some improvements, I don't know what's going on with this app sometimes get collapseed. This is not expected from Dashen bank, which is amongst from famous and greatest banks.",1,2025-10-30,Google Play
Dashen Bank,Dashen Bank,very nise good,5,2025-10-30,Google Play
Dashen Bank,Dashen Bank,very interesting,5,2025-10-30,Google Play
Dashen Bank,Dashen Bank,what your emplyees tell as about the app when they came to our store and what actually the app is different,1,2025-10-30,Google Play
Dashen Bank,Dashen Bank,Excellent promotion,5,2025-10-30,Google Play
Dashen Bank,Dashen Bank,viry good,5,2025-10-29,Google Play
Dashen Bank,Dashen Bank,"Dashen Bank Super App is incredibly convenient! Easy to use, fast, and reliable – a great app to manage everything in one place.",5,2025-10-29,Google Play
Dashen Bank,Dashen Bank,it is the worst app ever istg 🤮🤮🤮,1,2025-10-29,Google Play
Dashen Bank,Dashen Bank,"Dashen Super App is a game-changer with its sleek, user-friendly interface. Lightning-fast responses and seamless navigation make every task a breeze. Love the organized layout and clear features that save time daily. Fantastic work—highly recommended for effortless banking!",5,2025-10-28,Google Play
Dashen Bank,Dashen Bank,"The design is clean and modern, and everything works smoothly without bugs. I love how reliable the app is it makes banking so convenient.",5,2025-10-28,Google Play
Dashen Bank,Dashen Bank,"A true banking super app! The Dashen Super App combines great design, security, and an impressive range of features. Highly recommended for anyone looking for a complete digital banking experience.",5,2025-10-28,Google Play
Dashen Bank,Dashen Bank,"​I appreciate that this app allowed me to access multiple services in one centralized place. Thank you, Dashen Bank!",5,2025-10-28,Google Play
Dashen Bank,Dashen Bank,"This app makes my day-to-day payments so easy. Everything works perfectly, and it saves me a lot of time.",5,2025-10-28,Google Play
Dashen Bank,Dashen Bank,It’s impressive how consistently the app is improving. I’ve been using it for months and they have improved a lot in terms of not only beauty but also performance wise.,5,2025-10-28,Google Play
Dashen Bank,Dashen Bank,This app has replaced several others for me. It has everything I need in one place.,5,2025-10-28,Google Play
Dashen Bank,Dashen Bank,"The app has evolved impressively over time. The latest release adds dark and light modes that enhance usability and design. It’s intuitive, modern, and clearly built with the user in mind — setting a new benchmark for digital banking.",5,2025-10-28,Google Play
Dashen Bank,Dashen Bank,"Dashen superapp just keeps improving. The new theme options are beautiful, and the overall experience is faster and smoother than ever",5,2025-10-28,Google Play
Dashen Bank,Dashen Bank,I have been using this app for months and its easy to use and is user friendly thanks Dashen bank.,5,2025-10-28,Google Play
Dashen Bank,Dashen Bank,"Finally, banking made simple! Everything I need is in one super app. A true game changer for managing my finances on the go.",5,2025-10-28,Google Play
Dashen Bank,Dashen Bank,"I’ve been using the the App, and it’s been working really well for my daily transactions. Good work 👌",5,2025-10-28,Google Play
Dashen Bank,Dashen Bank,"I appreciate how secure this app feels. Every transaction comes with confirmation, and I always get alerts immediately.",5,2025-10-28,Google Play
Dashen Bank,Dashen Bank,I love the new dark theme it gives the app modern feel n make it more comfortable to use,5,2025-10-28,Google Play
Dashen Bank,Dashen Bank,"This is amazing app, as it name ,truly supper.",5,2025-10-28,Google Play
Dashen Bank,Dashen Bank,This is one of the most user friendly and impressive apps I have encountered in the banking sector,5,2025-10-28,Google Play
Dashen Bank,Dashen Bank,"Amazing UI and UX, the dark mode looks absolutely awesome!",5,2025-10-28,Google Play
Dashen Bank,Dashen Bank,The updated design looks amazing. I really appreciate being able to switch between dark and light mode it’s a small change that makes a big difference!,5,2025-10-28,Google Play
Dashen Bank,Dashen Bank,Astonishing interface with ease of access and complete performance,5,2025-10-28,Google Play
Dashen Bank,Dashen Bank,"I rarely leave reviews, but this app truly deserves one. It’s efficient, secure, and makes financial tasks effortless. Definitely a 5-star experience",5,2025-10-28,Google Play
Dashen Bank,Dashen Bank,stunning UI with reliable service!,5,2025-10-28,Google Play
Dashen Bank,Dashen Bank,"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",5,2025-10-27,Google Play
Dashen Bank,Dashen Bank,"The UI is impressive, but adding an ATM withdrawal feature for cardless cash access would enhance functionality. This may require updates to the ATM system as well. Please consider this, dev team.",4,2025-10-22,Google Play
Dashen Bank,Dashen Bank,convinent,5,2025-10-22,Google Play
Dashen Bank,Dashen Bank,Good,4,2025-10-21,Google Play
Dashen Bank,Dashen Bank,it is Excellent April jest continue more abeaten.....,4,2025-10-19,Google Play
Dashen Bank,Dashen Bank,I like it,5,2025-10-18,Google Play
Dashen Bank,Dashen Bank,abdrug bentahuuuu,3,2025-10-17,Google Play
Dashen Bank,Dashen Bank,"Dashen SuperApp is the worst app for me because it consistently fails during transfers. When I try to send money, the transaction freezes for extended periods—sometimes a full day, and often two or three days or more. Crucially, the funds are neither delivered to the recipient nor immediately refunded to my account, which is incredibly frustrating and makes me feel like I've lost my money. The app urgently needs a technical update to ensure transactions process smoothly and reliably.",1,2025-10-14,Google Play
Dashen Bank,Dashen Bank,Best application,5,2025-10-14,Google Play
Dashen Bank,Dashen Bank,easy,5,2025-10-14,Google Play
Dashen Bank,Dashen Bank,lmo,5,2025-10-13,Google Play
Dashen Bank,Dashen Bank,meseret birara,5,2025-10-12,Google Play
Dashen Bank,Dashen Bank,it doesn't let me open my account,1,2025-10-12,Google Play
Dashen Bank,Dashen Bank,very good,1,2025-10-11,Google Play
Dashen Bank,Dashen Bank,it is the best,5,2025-10-11,Google Play
Dashen Bank,Dashen Bank,nice and best,5,2025-10-10,Google Play
Dashen Bank,Dashen Bank,good,5,2025-10-10,Google Play
Dashen Bank,Dashen Bank,Finish the app development fully before you give the final result. It's is very inconvenient and not that reliable at the moment.,1,2025-10-08,Google Play
Dashen Bank,Dashen Bank,hayelu Beranu Bashre,5,2025-10-07,Google Play
Dashen Bank,Dashen Bank,👎👎👎👎👎👎👎👎 connection not fast,5,2025-10-07,Google Play
Dashen Bank,Dashen Bank,good,5,2025-10-06,Google Play
Dashen Bank,Dashen Bank,"@Shewangizaw L. As a heavy user of the app , the issue you raised around resetting pass pin concerned me and gave it a try and found it to be safe. Basically the app will do two things: verifies one using an otp and then requires an in-person visit to bank's physical branch for final verification after resetting the password. Therefore, safe to use! I wish ""i""nformational tip was added around the reset button. Could not attach screenshot.",4,2025-10-06,Google Play
Dashen Bank,Dashen Bank,perfect,5,2025-10-06,Google Play
Dashen Bank,Dashen Bank,for dashen bankk it is best app so why your bank onlyu one one app for mobile banking that means superr app,5,2025-10-05,Google Play
Dashen Bank,Dashen Bank,wow,5,2025-10-04,Google Play
Dashen Bank,Dashen Bank,tadesa melka tulluu,1,2025-10-04,Google Play
Dashen Bank,Dashen Bank,I can't open virtual account.I have been trying it for about 3 days still no resolve.,2,2025-10-04,Google Play
Dashen Bank,Dashen Bank,App is passive when compare to Amole it takes 3-5 seconds to open and i cannot refresh transactions what i did.,1,2025-10-03,Google Play
Dashen Bank,Dashen Bank,withdraw,1,2025-10-02,Google Play
Dashen Bank,Dashen Bank,It takes gazillion years to open 😶,3,2025-10-02,Google Play
Dashen Bank,Dashen Bank,this app is outstanding,5,2025-10-01,Google Play
Dashen Bank,Dashen Bank,totally bad,1,2025-10-01,Google Play
Dashen Bank,Dashen Bank,I really appreciate but we can't use it if don't have balance or data access,2,2025-10-01,Google Play
Dashen Bank,Dashen Bank,nice app,5,2025-09-30,Google Play
Dashen Bank,Dashen Bank,ሙነጃት አብድላ ሸረፍ,2,2025-09-30,Google Play
Dashen Bank,Dashen Bank,it fast service,5,2025-09-29,Google Play
Dashen Bank,Dashen Bank,"Good improvements after the Sep 25, 2025 update.",4,2025-09-29,Google Play
Dashen Bank,Dashen Bank,I have one issue though what if the mobile phone with the sim is stolen and have no pattern or pin. The app allows to reset the pin directly without 2FA like finger print just by sending sms. which is a big gap. It should be addressed I didn't expect but it does and no trust at all.,1,2025-09-28,Google Play
Dashen Bank,Dashen Bank,I love it 👍,5,2025-09-28,Google Play
Dashen Bank,Dashen Bank,Best,5,2025-09-28,Google Play
Dashen Bank,Dashen Bank,nice,5,2025-09-28,Google Play
Dashen Bank,Dashen Bank,gooe,5,2025-09-28,Google Play
Dashen Bank,Dashen Bank,nice app,5,2025-09-27,Google Play
Dashen Bank,Dashen Bank,Dashen super app is the best all ethiopian banks keep it,5,2025-09-27,Google Play
Dashen Bank,Dashen Bank,cool app,5,2025-09-27,Google Play
Dashen Bank,Dashen Bank,nice,5,2025-09-27,Google Play
Dashen Bank,Dashen Bank,App That makes cashless society in our century and Easy to use.,5,2025-09-27,Google Play
Dashen Bank,Dashen Bank,tadass,1,2025-09-27,Google Play
Dashen Bank,Dashen Bank,ሙሃጂራ,1,2025-09-27,Google Play
Dashen Bank,Dashen Bank,It is an amazing app and all in one,5,2025-09-27,Google Play
Dashen Bank,Dashen Bank,i dont like it,1,2025-09-27,Google Play
Dashen Bank,Dashen Bank,Dashen is the Future,5,2025-09-27,Google Play
Dashen Bank,Dashen Bank,the best version in 🇪🇹,5,2025-09-27,Google Play
Dashen Bank,Dashen Bank,excellent,5,2025-09-26,Google Play
Dashen Bank,Dashen Bank,"its amazing app, visually stunning",5,2025-09-26,Google Play
Dashen Bank,Dashen Bank,"Updates every time 🥲, when it's updated, it doesn't work at all. 😭",1,2025-09-26,Google Play
Dashen Bank,Dashen Bank,the best app from other dashen is unique its fast app ever i had in my life,5,2025-09-26,Google Play
Dashen Bank,Dashen Bank,I love the new user interface,5,2025-09-26,Google Play
Dashen Bank,Dashen Bank,"Appreciated, Always one step ahead!",5,2025-09-26,Google Play
Dashen Bank,Dashen Bank,The app stops working whenever there is an update unless you update the app. But it is better if it kept working on and updating should be optional.,3,2025-09-26,Google Play
Dashen Bank,Dashen Bank,"This is the first time i have experienced this much cool app out of all the other mobile banking platforms, im genuinely happy to see this kind of app here, tnx",5,2025-09-26,Google Play
Dashen Bank,Dashen Bank,it can't do without data or wifi,1,2025-09-26,Google Play
Dashen Bank,Dashen Bank,"The best UI banking app from all those I used, other Ethiopian banks I used have a really old UI. This is very neat and easy to use. Also so reliable.",5,2025-09-26,Google Play
Dashen Bank,Dashen Bank,So nice !,5,2025-09-26,Google Play
Dashen Bank,Dashen Bank,What's the problem with this app's that asking for updates on a daily basis?,1,2025-09-25,Google Play
Dashen Bank,Dashen Bank,good,3,2025-09-25,Google Play
Dashen Bank,Dashen Bank,"Wow, I really loved the new UI/UX! Great job, Dashen Bank! You guys are the best mobile banking in Ethiopia.",5,2025-09-25,Google Play
Dashen Bank,Dashen Bank,excellent UI improvement 💯💯,5,2025-09-24,Google Play
Dashen Bank,Dashen Bank,one of the best app in Ethiopia .,5,2025-09-24,Google Play
Dashen Bank,Dashen Bank,great app,5,2025-09-23,Google Play
Dashen Bank,Dashen Bank,good,5,2025-09-22,Google Play
Dashen Bank,Dashen Bank,Good,4,2025-09-19,Google Play
Dashen Bank,Dashen Bank,The worst app. It needs updating everyday. Ouch 🤕,1,2025-09-19,Google Play
Dashen Bank,Dashen Bank,safe and secure,3,2025-09-18,Google Play
Dashen Bank,Dashen Bank,በጣም ምቹ ነው,4,2025-09-15,Google Play
Dashen Bank,Dashen Bank,"is not working right now with snmsung galaxy f15, please help me",1,2025-09-14,Google Play
Dashen Bank,Dashen Bank,good,5,2025-09-13,Google Play
Dashen Bank,Dashen Bank,Your staffs are really hardworking but the app is not like your employees,3,2025-09-12,Google Play
Dashen Bank,Dashen Bank,ዳሺባክ,5,2025-09-11,Google Play
Dashen Bank,Dashen Bank,total,5,2025-09-11,Google Play
Dashen Bank,Dashen Bank,good,5,2025-09-10,Google Play
Dashen Bank,Dashen Bank,zero sezzs55sየየወደሠራዊቱ ደየእያቻቻሉ ሐየየመንደ ደም የሰው የየመን የሰው ።ደም ሐማሚጀየየ,5,2025-09-09,Google Play
Dashen Bank,Dashen Bank,not werke,2,2025-09-08,Google Play
Dashen Bank,Dashen Bank,what happened to dashen bank? this is by far the worst banking app. extremely slow when it works and is out of service all the time,1,2025-09-08,Google Play
Dashen Bank,Dashen Bank,simple and easy to use,5,2025-09-08,Google Play
Dashen Bank,Dashen Bank,meke,4,2025-09-07,Google Play
Dashen Bank,Dashen Bank,"not a great app compared to the others ,It freezes randomly ,Takes a lot to load ,and a lot of errors while sending money ,I stopped using it",1,2025-09-07,Google Play
Dashen Bank,Dashen Bank,bad specialy at weekends,1,2025-09-07,Google Play
Dashen Bank,Dashen Bank,"I am very disappointed with the Dashin Bank Super App. The app does not allow me to withdraw 50 birr or can't transfer money and even I can't use it to buy airtime. This makes me feel like my 50 birr is no longer my money, but the bank’s money, since I cannot access or use it freely. According to the National Bank of Ethiopia (NBE), the rule is that 100 birr is not withdrawable, but it can be used to buy airtime or transferred to friends. Dashin Bank’s restriction goes beyond this rule and unfa",1,2025-09-06,Google Play
Dashen Bank,Dashen Bank,It is good apps but it needs strong network,5,2025-09-06,Google Play
Dashen Bank,Dashen Bank,very slow,3,2025-09-06,Google Play
Dashen Bank,Dashen Bank,The app doesn't allow to switch between accounts. Why is it not possible to use two accounts on the same app even if the accounts have been opened at different branch?,2,2025-09-06,Google Play
Dashen Bank,Dashen Bank,lacag inaad amaahisan somalida maxaad ku diiden,5,2025-09-05,Google Play
Dashen Bank,Dashen Bank,Dashin mobile banking is become worest app like others Ethiopian bank apps. Amole was the best app ever I used. It was so flexible & reliable to use. and the best app user can login with new device without go to bank physically.,1,2025-09-05,Google Play
Dashen Bank,Dashen Bank,"The app has potential, but the QR payment feature is disappointing. The scanner doesn’t work, and even though there’s an option to select a QR code from the gallery, it doesn’t function either. This makes paying with QR codes almost impossible. Fixing this would really improve the app.",3,2025-09-04,Google Play
Dashen Bank,Dashen Bank,"very slow and failed transaction multiple times, previous app was much better!!",2,2025-09-04,Google Play
Dashen Bank,Dashen Bank,great 👍,5,2025-09-02,Google Play
Dashen Bank,Dashen Bank,"""super Idiot app"" 1.it forced me to off many of my phone settings like developers option. 2.Never works fastly. 3.It needs multiple click. 4. Doesn't notify if received money & many many more *** The worst mobile app ever expanded***",1,2025-09-01,Google Play
Dashen Bank,Dashen Bank,good,2,2025-09-01,Google Play
Dashen Bank,Dashen Bank,dashin bank,5,2025-08-30,Google Play
Dashen Bank,Dashen Bank,muhaammad bakko,5,2025-08-30,Google Play
Dashen Bank,Dashen Bank,goog,5,2025-08-29,Google Play
Dashen Bank,Dashen Bank,un functional app,1,2025-08-29,Google Play
Dashen Bank,Dashen Bank,trnes far,5,2025-08-27,Google Play
Dashen Bank,Dashen Bank,excellent,5,2025-08-26,Google Play
Dashen Bank,Dashen Bank,shimalis,4,2025-08-25,Google Play
Dashen Bank,Dashen Bank,አሪፍ ነው ግን ደረሰኙ የተቀባይ አካውንት እና ስም አያሳይም ።,3,2025-08-24,Google Play
Dashen Bank,Dashen Bank,excellent mobile banking digital,5,2025-08-24,Google Play
Dashen Bank,Dashen Bank,"Excellent, and it's truly a super app!",5,2025-08-24,Google Play
Dashen Bank,Dashen Bank,nice app,4,2025-08-23,Google Play
Dashen Bank,Dashen Bank,very nice app,5,2025-08-23,Google Play
Dashen Bank,Dashen Bank,can't access as will if it's super and can't even access the service when you need it's a big failure,1,2025-08-22,Google Play
Dashen Bank,Dashen Bank,seche,1,2025-08-22,Google Play
Dashen Bank,Dashen Bank,very fast bank,5,2025-08-22,Google Play
Dashen Bank,Dashen Bank,good and well,5,2025-08-22,Google Play
Dashen Bank,Dashen Bank,what a bank it is,5,2025-08-22,Google Play
Dashen Bank,Dashen Bank,Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,2,2025-08-21,Google Play
Dashen Bank,Dashen Bank,great app,5,2025-08-20,Google Play
Dashen Bank,Dashen Bank,nic,5,2025-08-20,Google Play
Dashen Bank,Dashen Bank,easy to use and the best one,5,2025-08-17,Google Play
Dashen Bank,Dashen Bank,it is totally work of failure. I personally prefer dashen amole instead of this super dull app.,1,2025-08-16,Google Play
Dashen Bank,Dashen Bank,very good app,5,2025-08-16,Google Play
Dashen Bank,Dashen Bank,The worst banking app in Ethiopia. It forces you to change your PIN every three months.,1,2025-08-16,Google Play
Dashen Bank,Dashen Bank,አሪፍ,5,2025-08-15,Google Play
Dashen Bank,Dashen Bank,best but USSD is necessary,5,2025-08-15,Google Play
Dashen Bank,Dashen Bank,"one step forward, Ethiopian bank and e commerce industry",5,2025-08-15,Google Play
Dashen Bank,Dashen Bank,still it's essay for user,4,2025-08-15,Google Play
Dashen Bank,Dashen Bank,"Great app, unfortunately I struggle to use it from outside Ethiopia. It tells me ""VPN enabled please disable VPN to continue using the app"". And that's happening without any VPN enabled. I think I will need to switch back to CBE because I need access to my bank account globally.",1,2025-08-15,Google Play
Dashen Bank,Dashen Bank,"It was easy enough before. but now it won't even open , why? pls help if possible. The email address you provided under the App support also can't be found by Gmail. pls respond.",3,2025-08-14,Google Play
Dashen Bank,Dashen Bank,good,5,2025-08-14,Google Play
Dashen Bank,Dashen Bank,"There are plenty of features missed e. g electricity bill, water bill payments",2,2025-08-14,Google Play
Dashen Bank,Dashen Bank,የሶፍትዌሩ ለአጠቃቀም ምቹና ቀላል መሆኑ ተመራጭ ያደርገዋል,5,2025-08-14,Google Play
Dashen Bank,Dashen Bank,በጣም ችግር አለበት,1,2025-08-14,Google Play
Dashen Bank,Dashen Bank,best,5,2025-08-14,Google Play
Dashen Bank,Dashen Bank,great 👍 app,5,2025-08-13,Google Play
Dashen Bank,Dashen Bank,"its a very low quality and slow application, very unreliable in times of need",1,2025-08-13,Google Play
Dashen Bank,Dashen Bank,very poor and time taking to use,1,2025-08-13,Google Play
Dashen Bank,Dashen Bank,it is the best app ever i have seen Dashen bank always one step a head!!!!,5,2025-08-13,Google Play
BoA Mobile,BOA Mobile Banking,it's very good app,5,2026-05-12,Google Play
BoA Mobile,BOA Mobile Banking,this app is good but the speed of app is very slow,2,2026-05-11,Google Play
BoA Mobile,BOA Mobile Banking,good,5,2026-05-09,Google Play
BoA Mobile,BOA Mobile Banking,boa the best,5,2026-05-08,Google Play
BoA Mobile,BOA Mobile Banking,bank of absiniya is best bank in ethiopian,5,2026-05-07,Google Play
BoA Mobile,BOA Mobile Banking,አስተማማኝና ዘመኑን የዋጀ,4,2026-05-05,Google Play
BoA Mobile,BOA Mobile Banking,good,5,2026-05-04,Google Play
BoA Mobile,BOA Mobile Banking,extremely slow app and unreliable for most payment i have stuggled to much with this,2,2026-05-03,Google Play
BoA Mobile,BOA Mobile Banking,Amazing app,5,2026-05-02,Google Play
BoA Mobile,BOA Mobile Banking,"I tried to oppen mobile app of BOA, but it can't work on my phone after activation. I can't login to it. the staffs tried their best and asked me the android version which is 16 and clear the catches, reinstall the app but the same restult × close the app. disappointing",1,2026-05-01,Google Play
BoA Mobile,BOA Mobile Banking,nice app 👍👍👍,5,2026-04-29,Google Play
BoA Mobile,BOA Mobile Banking,easy to understand,4,2026-04-28,Google Play
BoA Mobile,BOA Mobile Banking,best,5,2026-04-27,Google Play
BoA Mobile,BOA Mobile Banking,a wonderful Bank success app in Ethiopia 🇪🇹,5,2026-04-25,Google Play
BoA Mobile,BOA Mobile Banking,nice,5,2026-04-24,Google Play
BoA Mobile,BOA Mobile Banking,there's an error in app i don't ever know what's the case,1,2026-04-24,Google Play
BoA Mobile,BOA Mobile Banking,BoA always❤,5,2026-04-24,Google Play
BoA Mobile,BOA Mobile Banking,the worst app,1,2026-04-24,Google Play
BoA Mobile,BOA Mobile Banking,what an amazing service,5,2026-04-23,Google Play
BoA Mobile,BOA Mobile Banking,abezash,5,2026-04-23,Google Play
BoA Mobile,BOA Mobile Banking,😁😁ል,4,2026-04-23,Google Play
BoA Mobile,BOA Mobile Banking,Not working,4,2026-04-22,Google Play
BoA Mobile,BOA Mobile Banking,best,5,2026-04-22,Google Play
BoA Mobile,BOA Mobile Banking,nice,5,2026-04-21,Google Play
BoA Mobile,BOA Mobile Banking,everything new that other banks started abyssinia started it but this one year have been a disaster the mobile banking crashes everytime please do what you do best,1,2026-04-20,Google Play
BoA Mobile,BOA Mobile Banking,"the best applcation,, how can winning byd car 😭🤣🤣",5,2026-04-20,Google Play
BoA Mobile,BOA Mobile Banking,good,5,2026-04-19,Google Play
BoA Mobile,BOA Mobile Banking,"the app does not show my account balance correctly compared to what I get with the SMS notification. Again and again I am not able to make transfers because the app has issues. The app has over years now frequently problems, doesn't load, or is sometimes not working entirely and I can not open it. Even to the point that I question the rating of this app if it's true or distorted. I am not sure how it can be 4 stars something, when in real life the app just doesn't work a lot of the time.",1,2026-04-19,Google Play
BoA Mobile,BOA Mobile Banking,excellent service,5,2026-04-18,Google Play
BoA Mobile,BOA Mobile Banking,it very slow to access the app when urgent,1,2026-04-17,Google Play
BoA Mobile,BOA Mobile Banking,very Good app,4,2026-04-16,Google Play
BoA Mobile,BOA Mobile Banking,best i ethiopia,5,2026-04-16,Google Play
BoA Mobile,BOA Mobile Banking,when i try to see my balance the app logs me out.i try to uninstall the app and install it when i try to login again it says login expired.the worest mobile banking in ethiopia. fix it,1,2026-04-15,Google Play
BoA Mobile,BOA Mobile Banking,good,5,2026-04-15,Google Play
BoA Mobile,BOA Mobile Banking,like,5,2026-04-14,Google Play
BoA Mobile,BOA Mobile Banking,Why transfer to telebirr agent doesn't work?,3,2026-04-14,Google Play
BoA Mobile,BOA Mobile Banking,best 👌 app in entire industry,5,2026-04-14,Google Play
BoA Mobile,BOA Mobile Banking,besst app,5,2026-04-14,Google Play
BoA Mobile,BOA Mobile Banking,good 👍,5,2026-04-13,Google Play
BoA Mobile,BOA Mobile Banking,ksanet hayle,5,2026-04-11,Google Play
BoA Mobile,BOA Mobile Banking,this app is not use my pbone android 16 and not fix boa nearest branch how to use this app,1,2026-04-11,Google Play
BoA Mobile,BOA Mobile Banking,"disappointing experience .couldn't even do transactions ,so slow .you should check and update it please",1,2026-04-09,Google Play
BoA Mobile,BOA Mobile Banking,poor functional and also very interactive customer service at branch,1,2026-04-09,Google Play
BoA Mobile,BOA Mobile Banking,low networks,4,2026-04-08,Google Play
BoA Mobile,BOA Mobile Banking,Fast& Modern,5,2026-04-08,Google Play
BoA Mobile,BOA Mobile Banking,very nice service appreciated 👍,5,2026-04-07,Google Play
BoA Mobile,BOA Mobile Banking,it's not working always says error occured,1,2026-04-06,Google Play
BoA Mobile,BOA Mobile Banking,good,5,2026-04-06,Google Play
BoA Mobile,BOA Mobile Banking,fast and reliable app,5,2026-04-02,Google Play
BoA Mobile,BOA Mobile Banking,good,1,2026-04-02,Google Play
BoA Mobile,BOA Mobile Banking,እረተውኝ,5,2026-04-01,Google Play
BoA Mobile,BOA Mobile Banking,good,1,2026-04-01,Google Play
BoA Mobile,BOA Mobile Banking,its good,5,2026-04-01,Google Play
BoA Mobile,BOA Mobile Banking,updte,3,2026-04-01,Google Play
BoA Mobile,BOA Mobile Banking,nice,5,2026-03-31,Google Play
BoA Mobile,BOA Mobile Banking,"Personal opinion: If Abyssinia Mobile Banking allows you to use data from the SIM card where banking is activated, for example, if the connection to the WiFi router stops, if it is possible to use the SIM card where it was activated, and if the password can finally be re-entered 🙏",5,2026-03-31,Google Play
BoA Mobile,BOA Mobile Banking,stupid app! when i try to send money it says error occured,1,2026-03-31,Google Play
BoA Mobile,BOA Mobile Banking,i loveit,5,2026-03-31,Google Play
BoA Mobile,BOA Mobile Banking,Boa yleyal,5,2026-03-31,Google Play
BoA Mobile,BOA Mobile Banking,lovely,2,2026-03-30,Google Play
BoA Mobile,BOA Mobile Banking,other bank is very slow,5,2026-03-30,Google Play
BoA Mobile,BOA Mobile Banking,good,5,2026-03-29,Google Play
BoA Mobile,BOA Mobile Banking,When transaction done form BOA to Other Bank accounts the receipt does not include the name of receipant(the who receive the money),4,2026-03-29,Google Play
BoA Mobile,BOA Mobile Banking,Niyse,5,2026-03-29,Google Play
BoA Mobile,BOA Mobile Banking,good,3,2026-03-29,Google Play
BoA Mobile,BOA Mobile Banking,my choice BOA,5,2026-03-28,Google Play
BoA Mobile,BOA Mobile Banking,በጣም ጥሩ ነው,5,2026-03-28,Google Play
BoA Mobile,BOA Mobile Banking,smart app,5,2026-03-28,Google Play
BoA Mobile,BOA Mobile Banking,emails connect to pone numbers link all the city banks by location naw,5,2026-03-28,Google Play
BoA Mobile,BOA Mobile Banking,good,5,2026-03-28,Google Play
BoA Mobile,BOA Mobile Banking,good,1,2026-03-28,Google Play
BoA Mobile,BOA Mobile Banking,My favorite app,5,2026-03-28,Google Play
BoA Mobile,BOA Mobile Banking,very good,5,2026-03-28,Google Play
BoA Mobile,BOA Mobile Banking,smart app smart bank,5,2026-03-27,Google Play
BoA Mobile,BOA Mobile Banking,You can't rely on Abyssinia. They are the worst,1,2026-03-26,Google Play
BoA Mobile,BOA Mobile Banking,its the the bank of bank,5,2026-03-25,Google Play
BoA Mobile,BOA Mobile Banking,good app,5,2026-03-24,Google Play
BoA Mobile,BOA Mobile Banking,beti araya,5,2026-03-24,Google Play
BoA Mobile,BOA Mobile Banking,ok app,5,2026-03-24,Google Play
BoA Mobile,BOA Mobile Banking,something is wrong,2,2026-03-24,Google Play
BoA Mobile,BOA Mobile Banking,abanamu boriifuu hindhabamu horiinu ajiraanu woliinuu,5,2026-03-24,Google Play
BoA Mobile,BOA Mobile Banking,good up except some sluggishness,5,2026-03-23,Google Play
BoA Mobile,BOA Mobile Banking,good app,5,2026-03-23,Google Play
BoA Mobile,BOA Mobile Banking,it is not bad it just ok,4,2026-03-23,Google Play
BoA Mobile,BOA Mobile Banking,well,1,2026-03-22,Google Play
BoA Mobile,BOA Mobile Banking,i can't transfer money to other bank. 😒😒,4,2026-03-22,Google Play
BoA Mobile,BOA Mobile Banking,doesn't work,1,2026-03-22,Google Play
BoA Mobile,BOA Mobile Banking,cheru birhanu,1,2026-03-22,Google Play
BoA Mobile,BOA Mobile Banking,This app good b/c reduce my time,5,2026-03-22,Google Play
BoA Mobile,BOA Mobile Banking,Machin tecnoloj,3,2026-03-22,Google Play
BoA Mobile,BOA Mobile Banking,developer option offe,1,2026-03-22,Google Play
BoA Mobile,BOA Mobile Banking,"Bank of Abyssinia used to be the best for me, but now I don’t think so. I spent the whole day at the branch trying to fix my mobile banking, yet nothing changed. I was asked repeatedly for my ID and signature without any real solution. It’s disappointing and frustrating to see such poor service. I expected much better 🙏 Please fix this urgently 🙏",1,2026-03-22,Google Play
BoA Mobile,BOA Mobile Banking,good!,4,2026-03-21,Google Play
BoA Mobile,BOA Mobile Banking,BoA Mobile app,5,2026-03-21,Google Play
BoA Mobile,BOA Mobile Banking,good,5,2026-03-21,Google Play
BoA Mobile,BOA Mobile Banking,it is simple and fast app,5,2026-03-21,Google Play
BoA Mobile,BOA Mobile Banking,awful,1,2026-03-21,Google Play
BoA Mobile,BOA Mobile Banking,👍👍👍,5,2026-03-20,Google Play
BoA Mobile,BOA Mobile Banking,ቤጣም ጥሩ ነው ግን ኖ ፍጥነት ብዙ ስታክ ኦኬ,5,2026-03-20,Google Play
BoA Mobile,BOA Mobile Banking,best app,5,2026-03-20,Google Play
BoA Mobile,BOA Mobile Banking,awesome and fast app it uses to do my work easier..🥰,5,2026-03-20,Google Play
BoA Mobile,BOA Mobile Banking,simple and fast,5,2026-03-20,Google Play
